State,Constituency,Assets,Party,Gender,Criminal Cases,Age,Education Level,General Votes,Postal Votes,Total Votes,Vote Share,Voters in Constituency,Region
Odisha,JAGATSINGHPUR,40023972,BJD,FEMALE,0,54,Graduate Professional,618955,1030,619985,50.41237507,1643595,EAST
Bihar,JAHANABAD,139271693,JD(U),MALE,3,68,High School,333191,2393,335584,40.81373528,1588454,EAST
Rajasthan,JAIPUR,165322707,BJP,MALE,0,61,High School,918472,5593,924065,63.44395423,2127021,WEST
Rajasthan,JAIPUR RURAL,127808070,BJP,MALE,0,49,Graduate,811626,8506,820132,64.08948578,1952542,WEST
Odisha,JAJPUR,15837082,BJD,FEMALE,0,45,Post Graduate,542476,1544,544020,49.77469544,1475007,EAST
Punjab,JALANDHAR,99925185,INC,MALE,0,72,Graduate Professional,385449,263,385712,37.83704776,1617018,NORTH
Uttar Pradesh,JALAUN,10699516,BJP,MALE,1,60,Post Graduate,579723,2040,581763,51.44948556,1933358,NORTH
Maharashtra,JALGAON,12324604,BJP,MALE,1,40,Graduate Professional,709510,4364,713874,65.35590005,1931400,WEST
Rajasthan,JALORE,88332292,BJP,MALE,0,42,High School,772383,450,772833,56.75805489,2071244,WEST
West Bengal,JALPAIGURI,11625047,BJP,MALE,0,51,Graduate Professional,757806,2339,760145,50.62978768,1735464,EAST
Jammu & Kashmir,JAMMU,56481801,BJP,MALE,0,56,High School,840214,17852,858066,57.80608426,2047302,NORTH
Gujarat,JAMNAGAR,427331034,BJP,FEMALE,0,44,Graduate,587501,4087,591588,58.48915763,1657166,WEST
Jharkhand,JAMSHEDPUR,27750671,BJP,MALE,3,56,High School,678984,648,679632,59.3862256,1703279,EAST
Bihar,JAMUI,18466066,LJP,MALE,1,37,Graduate Professional,527860,1274,529134,55.72406617,1718814,EAST
West Bengal,JANGIPUR,368306705,AITC,MALE,0,58,Graduate,562518,320,562838,43.14161344,1616213,EAST
Chhattisgarh,JANJGIR-CHAMPA,18400837,BJP,MALE,0,52,Graduate Professional,570486,2304,572790,45.87920934,1897134,EAST
Uttar Pradesh,JAUNPUR,140717620,BSP,MALE,0,65,Post Graduate,520046,1082,521128,50.02030076,1867976,NORTH
West Bengal,JAYNAGAR,27471675,AITC,FEMALE,0,53,Post Graduate,760934,268,761202,56.11986558,1648355,EAST
Rajasthan,JHALAWAR-BARAN,370432373,BJP,MALE,0,48,Post Graduate,887017,383,887400,64.77291888,1903870,WEST
Bihar,JHANJHARPUR,88119686,JD(U),MALE,1,63,High School,601597,794,602391,56.70144043,1852417,EAST
Uttar Pradesh,JHANSI,1243060113,BJP,MALE,0,54,Post Graduate,808371,901,809272,58.59491865,2040739,NORTH
West Bengal,JHARGRAM,10387498,BJP,MALE,0,56,Graduate Professional,623373,3210,626583,44.52595203,1641868,EAST
Rajasthan,JHUNJHUNU,47474109,BJP,MALE,1,58,Graduate,722994,15169,738163,61.32439757,1937882,WEST
Rajasthan,JODHPUR,138029511,BJP,MALE,1,51,Post Graduate,781166,7722,788888,58.52575759,1956755,WEST
Assam,JORHAT,12597461,BJP,MALE,0,50,Post Graduate,540942,2346,543288,51.31070437,1365035,NORTH EAST
Gujarat,JUNAGADH,10866041,BJP,MALE,1,36,High School,543429,4315,547744,54.38003598,1642864,WEST
Gujarat,KACHCHH,33508455,BJP,MALE,0,40,Post Graduate,631753,5281,637034,62.20111858,1744321,WEST
Andhra Pradesh,KADAPA,186969794,YSRCP,MALE,4,34,Post Graduate,777967,5532,783499,63.41312795,1570330,SOUTH
Uttar Pradesh,KAIRANA,17292937,BJP,MALE,5,48,Post Graduate,564380,2581,566961,50.43181319,1666703,NORTH
Uttar Pradesh,KAISERGANJ,98905402,BJP,MALE,4,62,Graduate Professional,580226,1132,581358,59.1819595,1805946,NORTH
Andhra Pradesh,KAKINADA,202528594,YSRCP,FEMALE,0,55,Post Graduate,534655,2975,537630,43.46894521,1563930,SOUTH
Odisha,KALAHANDI,9547000,BJP,MALE,3,58,High School,429710,3364,433074,35.18269535,1611056,EAST
Assam,KALIABOR,13727834,INC,MALE,0,36,Post Graduate,785014,1078,786092,55.17228794,1734938,NORTH EAST
Tamil Nadu,KALLAKURICHI,471186830,DMK,MALE,1,44,Post Graduate,716961,4752,721713,59.89642595,1528938,SOUTH
Maharashtra,KALYAN,19616515,SHS,MALE,1,32,Post Graduate,558023,1700,559723,62.84136379,1965676,WEST
Tamil Nadu,KANCHEEPURAM,48172936,DMK,MALE,0,44,Post Graduate,680087,3917,684004,55.24367649,1643992,SOUTH
Odisha,KANDHAMAL,1244722,BJD,MALE,0,55,Doctorate,461154,525,461679,49.00837649,1288666,EAST
Himachal Pradesh,KANGRA,85841247,BJP,MALE,2,67,High School,712133,13085,725218,71.83534148,1427338,NORTH
Chhattisgarh,KANKER,28675553,BJP,MALE,0,61,Post Graduate,543376,2857,546233,47.07918945,1558952,EAST
Uttar Pradesh,KANNAUJ,54287991,BJP,MALE,11,39,Graduate,561286,1801,563087,49.35095553,1874824,NORTH
Tamil Nadu,KANNIYAKUMARI,4174930444,INC,MALE,0,68,Post Graduate,624627,2608,627235,59.76928362,1501250,SOUTH
Kerala,KANNUR,29699206,INC,MALE,3,70,Post Graduate,527685,2056,529741,50.22450903,1266550,SOUTH
Uttar Pradesh,KANPUR,132382819,BJP,MALE,0,71,Post Graduate,466442,2495,468937,55.59953001,1632983,NORTH
West Bengal,KANTHI,33979650,AITC,MALE,3,77,High School,711233,639,711872,49.95712178,1660147,EAST
Bihar,KARAKAT,43442051,JD(U),MALE,3,64,Middle School,396282,2126,398408,45.81793258,1771254,EAST
Rajasthan,KARAULI-DHOLPUR,64867148,BJP,MALE,0,49,Post Graduate,523801,2642,526443,52.69014042,1810574,WEST
Assam,KARIMGANJ,1871040,BJP,MALE,0,46,Graduate,471946,1100,473046,44.57819744,1340173,NORTH EAST
Telangana,KARIMNAGAR,2270000,BJP,MALE,6,47,Post Graduate,497462,814,498276,43.39623463,1651543,SOUTH
Haryana,KARNAL,2256739,BJP,MALE,0,51,Graduate,909432,2162,911594,70.04319717,1904193,NORTH
Tamil Nadu,KARUR,6046055,INC,FEMALE,0,43,Post Graduate,691518,4179,695697,63.03630243,1387286,SOUTH
Kerala,KASARAGOD,21570257,INC,MALE,1,65,Graduate,473983,978,474961,43.17438703,1363937,SOUTH
Bihar,KATIHAR,13302734,JD(U),MALE,1,51,Graduate,558984,439,559423,50.02490412,1653353,EAST
Uttar Pradesh,KAUSHAMBI,59336113,BJP,MALE,4,49,Graduate,381517,1492,383009,39.28148368,1787120,NORTH
Odisha,KENDRAPARA,22309172,BJD,MALE,0,37,Graduate,629349,830,630179,50.88457489,1710916,EAST
Punjab,KHADOOR SAHIB,81393500,INC,MALE,0,48,Illiterate,457990,1720,459710,43.85918046,1638842,NORTH
Bihar,KHAGARIA,109788313,LJP,MALE,1,52,Graduate,509138,1055,510193,52.73797796,1676454,EAST
Madhya Pradesh,KHAJURAHO,10589334,BJP,MALE,0,49,Post Graduate,810410,725,811135,64.46194756,1842095,WEST
Telangana,KHAMMAM,1074671341,TRS,MALE,5,62,High School,566621,838,567459,49.7837431,1513809,SOUTH
Madhya Pradesh,KHANDWA,19076515,BJP,MALE,0,66,Post Graduate,837969,940,838909,57.14031751,1909055,WEST
Madhya Pradesh,KHARGONE,67303990,BJP,MALE,0,43,Graduate Professional,772221,1329,773550,54.1700922,1834385,WEST
Gujarat,KHEDA,13023202,BJP,MALE,0,54,Illiterate,711757,2815,714572,64.89189255,1804028,WEST
Uttar Pradesh,KHERI,45295455,BJP,MALE,1,60,Graduate Professional,609285,304,609589,53.62456148,1770699,NORTH
Jharkhand,KHUNTI,91507865,BJP,MALE,0,50,High School,381566,1072,382638,45.944089700000006,1202664,EAST
Bihar,KISHANGANJ,90973803,INC,MALE,1,54,Graduate Professional,366820,197,367017,33.31502756,1659651,EAST
Jharkhand,KODARMA,97636939,BJP,FEMALE,0,50,Post Graduate,751996,1020,753016,62.25016761,1814125,EAST
Assam,KOKRAJHAR,13013994,IND,MALE,5,50,High School,482556,2004,484560,32.74620475,1776358,NORTH EAST
Karnataka,KOLAR,174557500,BJP,MALE,2,44,High School,707930,1235,709165,56.32348047,1629961,SOUTH
Maharashtra,KOLHAPUR,95171892,SHS,MALE,0,54,Post Graduate,745675,3410,749085,56.21634156,1880496,WEST
West Bengal,KOLKATA DAKSHIN,10308401,AITC,FEMALE,3,61,Graduate,572188,931,573119,47.47994327,1728851,EAST
West Bengal,KOLKATA UTTAR,61176355,AITC,MALE,2,70,Graduate Professional,474490,401,474891,49.95492506,1444082,EAST
Kerala,KOLLAM,17500650,RSP,MALE,5,58,Graduate Professional,497264,2413,499677,51.56534921,1296720,SOUTH
Karnataka,KOPPAL,28725791,BJP,MALE,1,64,High School,584997,1786,586783,49.28352876,1736693,SOUTH
Odisha,KORAPUT,37587560,INC,MALE,0,40,Graduate Professional,370434,695,371129,34.34252301,1434384,EAST
Chhattisgarh,KORBA,150639697,INC,FEMALE,0,65,Post Graduate,522671,639,523310,46.00838914,1508840,EAST
Rajasthan,KOTA,48347737,BJP,MALE,1,56,Post Graduate,796071,3980,800051,58.48633846,1948010,WEST
Kerala,KOTTAYAM,26027478,KEC(M),MALE,0,66,Graduate Professional,420294,752,421046,46.23586721,1206698,SOUTH
Kerala,KOZHIKODE,12502009,INC,MALE,1,66,Graduate,491835,1609,493444,45.82154776,1318024,SOUTH
Tamil Nadu,KRISHNAGIRI,121087979,INC,MALE,5,58,Post Graduate,609396,1902,611298,52.59504437,1530404,SOUTH
West Bengal,KRISHNANAGAR,26495250,AITC,FEMALE,0,44,Graduate,613652,1220,614872,44.992796000000006,1631698,EAST
Andhra Pradesh,KURNOOL,325914387,YSRCP,MALE,0,52,Post Graduate,603098,2364,605462,50.85044412,1573009,SOUTH
Haryana,KURUKSHETRA,35785621,BJP,MALE,0,49,Graduate Professional,686588,2041,688629,55.93312026,1657335,NORTH
Uttar Pradesh,KUSHI NAGAR,21860780,BJP,MALE,2,50,High School,595508,1531,597039,56.68222715,1761564,NORTH
Jammu & Kashmir,LADAKH,981904,BJP,MALE,1,33,Graduate,41315,1599,42914,33.69768355,179232,NORTH
Assam,LAKHIMPUR,14307978,BJP,MALE,0,53,High School,774017,2389,776406,60.47011176,1708013,NORTH EAST
Lakshadweep,LAKSHADWEEP,938641,NCP,MALE,2,43,Post Graduate,22796,55,22851,48.59226811,55189,OTHERS
Uttar Pradesh,LALGANJ,88451770,BSP,FEMALE,0,44,Graduate Professional,517545,1275,518820,53.98391782,1751980,NORTH
Maharashtra,LATUR,286478302,BJP,MALE,0,57,High School,657590,3905,661495,56.14983248,1886657,WEST
Jharkhand,LOHARDAGA,12947303,BJP,MALE,0,52,Graduate,369527,2068,371595,45.40688957,1234286,EAST
Uttar Pradesh,LUCKNOW,51492709,BJP,MALE,0,67,Post Graduate,627881,5145,633026,56.64003293,2040367,NORTH
Punjab,LUDHIANA,54281096,INC,MALE,3,43,High School,383284,511,383795,36.65576276,1683325,NORTH
Uttar Pradesh,MACHHLISHAHR,259027394,BJP,MALE,0,58,Graduate,487093,1304,488397,47.16943047,1848306,NORTH
Andhra Pradesh,MACHILIPATNAM,990575840,YSRCP,MALE,2,50,Post Graduate,567592,5258,572850,45.99165671,1473347,SOUTH
Maharashtra,MADHA,1275160578,BJP,MALE,2,42,High School,583191,3123,586314,48.14443478,1909574,WEST
Bihar,MADHEPURA,37420953,JD(U),MALE,1,67,Graduate Professional,623460,874,624334,54.40098566,1884883,EAST
Bihar,MADHUBANI,46699125,BJP,MALE,1,49,Doctorate,594811,1032,595843,61.76420588,1792798,EAST
Tamil Nadu,MADURAI,1811456,CPI(M),MALE,0,49,High School,444152,2923,447075,43.95490413,1539026,SOUTH
Telangana,MAHABUBABAD,19731269,TRS,FEMALE,1,39,Graduate,461824,285,462109,46.97628461,1424385,SOUTH
Uttar Pradesh,MAHARAJGANJ,10451986,BJP,MALE,5,54,High School,725557,792,726349,59.18634251,1915408,NORTH
Bihar,MAHARAJGANJ,10451986,BJP,MALE,5,55,Graduate,543523,2829,546352,56.1519195,1807768,EAST
Chhattisgarh,MAHASAMUND,17591683,BJP,MALE,0,51,Graduate,614924,1656,616580,50.42497876,1637951,EAST
Telangana,MAHBUBNAGAR,63353123,TRS,MALE,0,60,High School,411241,161,411402,41.77658268,1506102,SOUTH
Gujarat,MAHESANA,440308300,BJP,FEMALE,0,71,High School,656686,2839,659525,60.80381533,1648869,WEST
Uttar Pradesh,MAINPURI,205604593,SP,MALE,1,79,Post Graduate,523145,1781,524926,53.65909507,1723236,NORTH
Kerala,MALAPPURAM,52932535,IUML,MALE,2,67,Graduate,589153,720,589873,57.00363066,1370544,SOUTH
West Bengal,MALDAHA DAKSHIN,270959520,INC,MALE,0,72,Doctorate,443540,730,444270,34.70921743,1575590,EAST
West Bengal,MALDAHA UTTAR,10232439,BJP,MALE,4,59,Graduate,507798,1726,509524,37.5930652,1685955,EAST
Telangana,MALKAJGIRI,245357182,INC,MALE,42,51,Graduate,602907,841,603748,38.61155274,3150313,SOUTH
Himachal Pradesh,MANDI,15724337,BJP,MALE,0,60,High School,638441,8748,647189,68.62008932,1281462,NORTH
Madhya Pradesh,MANDLA,26702373,BJP,MALE,0,59,Post Graduate,735365,1901,737266,48.57045544,1951267,WEST
Madhya Pradesh,MANDSOUR,90908944,BJP,MALE,1,59,Post Graduate,845944,1842,847786,61.81293223,1760875,WEST
Karnataka,MANDYA,234154139,IND,FEMALE,0,55,High School,702167,1493,703660,51.00382569,1712004,SOUTH
Assam,MANGALDOI,6206286,BJP,MALE,0,45,Graduate,732740,2729,735469,48.8223396,1800237,NORTH EAST
Uttar Pradesh,MATHURA,2508270292,BJP,FEMALE,0,70,Doctorate,667342,3951,671293,60.78763045,1807893,NORTH
West Bengal,MATHURAPUR,10667304,AITC,MALE,0,80,Post Graduate,726463,365,726828,51.84152283,1652096,EAST
Maharashtra,MAVAL,1023310134,SHS,MALE,3,55,Middle School,718950,1713,720663,52.62403465,2298080,WEST
Kerala,MAVELIKKARA,12965129,INC,MALE,1,56,Post Graduate,437997,2418,440415,45.29340985,1308102,SOUTH
Tamil Nadu,MAYILADUTHURAI,13355095,DMK,MALE,0,74,Graduate,595845,3447,599292,54.59126601,1484842,SOUTH
Odisha,MAYURBHANJ,2742000,BJP,MALE,1,54,High School,480253,3559,483812,42.00876449,1493205,EAST
Telangana,MEDAK,1266581773,TRS,MALE,0,53,Graduate,595830,218,596048,51.81534706,1603318,SOUTH
West Bengal,MEDINIPUR,4536462,BJP,MALE,14,54,High School,683285,2148,685433,48.60120497,1674236,EAST
Uttar Pradesh,MEERUT,13489377,BJP,MALE,3,68,Post Graduate,582976,3208,586184,48.16868539,1892931,NORTH
Uttar Pradesh,MIRZAPUR,26900662,ADAL,FEMALE,2,37,Post Graduate,590867,697,591564,53.3392723,1845150,NORTH
Uttar Pradesh,MISRIKH,48771207,BJP,MALE,0,52,Post Graduate,533562,867,534429,52.01852865,1796932,NORTH
Mizoram,MIZORAM,131201374,MNF,MALE,0,62,Graduate,223509,777,224286,44.82609069,792464,NORTH EAST
Uttar Pradesh,MOHANLALGANJ,55530561,BJP,MALE,1,59,Graduate,627223,2776,629999,49.583576,2023431,NORTH
Uttar Pradesh,MORADABAD,55795546,SP,MALE,0,60,Post Graduate,648817,599,649416,50.64600531,1958939,NORTH
Madhya Pradesh,MORENA,23062224,BJP,MALE,1,61,Graduate,537856,3833,541689,47.56940602,1837723,WEST
Maharashtra,MUMBAI NORTH,157535232,BJP,MALE,9,65,Middle School,705555,1123,706678,71.38435617,1647350,WEST
Maharashtra,MUMBAI NORTH CENTRAL,22242513,BJP,FEMALE,2,38,Illiterate,485815,857,486672,53.96691273,1679891,WEST
Maharashtra,MUMBAI NORTH EAST,54661944,BJP,MALE,2,46,High School,513579,1020,514599,56.60028091,1588693,WEST
Maharashtra,MUMBAI NORTH WEST,105392000,SHS,MALE,0,75,Graduate,569018,1045,570063,60.52710093,1732263,WEST
Maharashtra,MUMBAI SOUTH,27181577,SHS,MALE,1,67,Graduate,420530,1407,421937,52.62378726,1554176,WEST
Maharashtra,MUMBAI SOUTH CENTRAL,18881363,SHS,MALE,0,47,Illiterate,423743,1170,424913,53.253716299999994,1440380,WEST
Bihar,MUNGER,88324866,JD(U),MALE,1,65,Graduate,525519,3243,528762,51.01708636,1888025,EAST
West Bengal,MURSHIDABAD,8926616,AITC,MALE,3,57,Middle School,604024,322,604346,41.55888631,1725187,EAST
Uttar Pradesh,MUZAFFARNAGAR,15781189,BJP,MALE,1,46,Doctorate,569535,4245,573780,49.38826312,1698003,NORTH
Bihar,MUZAFFARPUR,298867486,BJP,MALE,1,50,Graduate,664074,2804,666878,63.00175625,1730553,EAST
Karnataka,MYSORE,18723762,BJP,MALE,3,42,Post Graduate,685105,3869,688974,52.2701185,1896333,SOUTH
Odisha,NABARANGPUR,8100600,BJD,MALE,0,40,Graduate,392481,23,392504,33.78450611,1461004,EAST
Nagaland,NAGALAND,128117474,NDPP,MALE,0,62,Graduate,499683,827,500510,49.68151855,1213777,NORTH EAST
Tamil Nadu,NAGAPATTINAM,4572837,CPI(M),MALE,0,63,High School,519596,3296,522892,52.13696008,1303649,SOUTH
Telangana,NAGARKURNOOL,10778684,TRS,MALE,0,66,Graduate,499428,244,499672,50.47737483,1588111,SOUTH
Rajasthan,NAGAUR,4218568,RLTP,MALE,0,47,Graduate Professional,655496,4555,660051,54.78633734,1933169,WEST
Uttar Pradesh,NAGINA,28659644,BSP,MALE,1,55,High School,567195,1183,568378,56.287031400000004,1586117,NORTH
Maharashtra,NAGPUR,187916075,BJP,MALE,4,62,Graduate Professional,657624,2597,660221,55.61090451,2161096,WEST
Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,19699529,BJP,MALE,0,57,Graduate Professional,765173,7022,772195,61.23623127,1828433,NORTH
Bihar,NALANDA,29251651,JD(U),MALE,0,60,High School,539183,1705,540888,52.41802778,2114809,EAST
Telangana,NALGONDA,31501349,INC,MALE,4,55,Graduate,525508,520,526028,44.73088069,1585980,SOUTH
Tamil Nadu,NAMAKKAL,485205173,DMK,MALE,0,54,Graduate,623370,2923,626293,55.22943886,1413599,SOUTH
Maharashtra,NANDED,52178606,BJP,MALE,0,57,High School,482148,4658,486806,43.100697499999995,1719322,WEST
Maharashtra,NANDURBAR,271634532,BJP,FEMALE,0,31,Post Graduate,637226,1910,639136,49.7557892,1871099,WEST
Andhra Pradesh,NANDYAL,585932911,YSRCP,MALE,1,60,Post Graduate,715024,5864,720888,55.46209565,1603220,SOUTH
Andhra Pradesh,NARASARAOPET,177710073,YSRCP,MALE,0,35,Graduate Professional,740509,5048,745557,51.74848619,1670391,SOUTH
Andhra Pradesh,NARSAPURAM,3259405378,YSRCP,MALE,3,57,Post Graduate,444376,4858,449234,38.09773381,1439691,SOUTH
Maharashtra,NASHIK,146869996,SHS,MALE,1,48,Illiterate,562034,1565,563599,50.22752145,1885064,WEST
Gujarat,NAVSARI,446044269,BJP,MALE,1,64,High School,969430,3309,972739,74.29821667,1971658,WEST
Bihar,NAWADA,176720167,LJP,MALE,2,36,Graduate,491956,3728,495684,52.47049035,1899747,EAST
Andhra Pradesh,NELLORE,2211663364,YSRCP,MALE,0,70,High School,677014,6816,683830,53.04457705,1672845,SOUTH
NCT OF Delhi,NEW DELHI,361441689,BJP,FEMALE,0,51,Graduate Professional,503157,1049,504206,54.77124424,1617470,NORTH
Tamil Nadu,NILGIRIS,49591024,DMK,MALE,6,55,Graduate Professional,545463,2369,547832,54.18451529,1366060,SOUTH
Telangana,NIZAMABAD,876930468,BJP,MALE,1,43,Post Graduate,479748,836,480584,45.20242066,1553385,SOUTH
NCT OF Delhi,NORTH EAST DELHI,242817031,BJP,MALE,3,47,Post Graduate,785262,2537,787799,53.85676598,2290492,NORTH
Goa,NORTH GOA,65795623,BJP,MALE,0,66,Graduate,244034,810,244844,57.07239526,556761,WEST
NCT OF Delhi,NORTH WEST DELHI,130937732,BJP,MALE,0,57,High School,847737,926,848663,60.48976968,2378995,NORTH
Assam,NOWGONG,74143272,INC,MALE,0,59,Post Graduate,738881,843,739724,49.52544951,1794648,NORTH EAST
Andhra Pradesh,ONGOLE,266583686,YSRCP,MALE,0,65,Graduate,729344,9858,739202,55.00002604,1556469,SOUTH
Maharashtra,OSMANABAD,50299295,SHS,MALE,4,35,High School,591605,5035,596640,49.52059706,1889740,WEST
Manipur,OUTER MANIPUR,13709352,NPF,MALE,0,59,Graduate Professional,362707,820,363527,42.27082716,1022099,NORTH EAST
Kerala,PALAKKAD,6356399,INC,MALE,7,49,Graduate,398714,560,399274,38.80688986,1323010,SOUTH
Jharkhand,PALAMU,32273873,BJP,MALE,0,68,Graduate,753240,2419,755659,62.42917783,1881441,EAST
Maharashtra,PALGHAR,87616920,SHS,MALE,0,51,Graduate,579989,490,580479,48.28484849,1885600,WEST
Rajasthan,PALI,385111923,BJP,MALE,0,65,Graduate Professional,890817,9332,900149,66.11377767,2161663,WEST
Gujarat,PANCHMAHAL,10260663,BJP,MALE,0,59,Graduate Professional,727301,4835,732136,67.43334825,1744762,WEST
Maharashtra,PARBHANI,41040011,SHS,MALE,6,52,High School,538214,727,538941,43.0088932,1985228,WEST
Bihar,PASCHIM CHAMPARAN,199404885,BJP,MALE,5,54,Post Graduate,600735,2971,603706,59.57391799,1633824,EAST
Bihar,PATALIPUTRA,29213467,BJP,MALE,0,58,Graduate,506557,3000,509557,47.23329153,1925479,EAST
Gujarat,PATAN,47373221,BJP,MALE,0,64,Graduate,629813,3555,633368,56.12889561,1807043,WEST
Kerala,PATHANAMTHITTA,6075876,INC,MALE,1,62,Graduate,380089,838,380927,37.07758975,1382741,SOUTH
Punjab,PATIALA,635973757,INC,FEMALE,0,74,Graduate,531178,849,532027,45.13113237,1739600,NORTH
Bihar,PATNA SAHIB,235275591,BJP,MALE,0,64,Post Graduate,604956,2550,607506,61.80505606,2146008,EAST
Telangana,PEDDAPALLE,16597300,TRS,MALE,0,42,Doctorate,441007,314,441321,45.48927244,1479091,SOUTH
Tamil Nadu,PERAMBALUR,972730368,DMK,MALE,2,77,Post Graduate,677005,6692,683697,61.97623192,1391853,SOUTH
Uttar Pradesh,PHULPUR,172707104,BJP,FEMALE,2,62,Post Graduate,542398,2303,544701,55.63413296,2010477,NORTH
Uttar Pradesh,PILIBHIT,603200539,BJP,MALE,0,39,Post Graduate,702755,1794,704549,59.34418497,1761207,NORTH
Tamil Nadu,POLLACHI,133109284,DMK,MALE,0,49,Graduate Professional,550905,3325,554230,51.22803839,1520504,SOUTH
Kerala,PONNANI,8103274,IUML,MALE,0,72,High School,521438,386,521824,51.29166888,1356803,SOUTH
Gujarat,PORBANDAR,357564783,BJP,MALE,0,57,High School,560011,3870,563881,59.286809999999996,1662368,WEST
Uttar Pradesh,PRATAPGARH,248789514,BJP,MALE,2,48,Middle School,434222,2069,436291,47.66858343,1708759,NORTH
Puducherry,PUDUCHERRY,108015548,INC,MALE,0,68,Graduate,444646,335,444981,56.2629679,973410,SOUTH
Maharashtra,PUNE,57959302,BJP,MALE,1,68,Graduate,631875,960,632835,61.10486707,2075824,WEST
Odisha,PURI,1174701344,BJD,MALE,0,59,Graduate Professional,537782,539,538321,47.38223997,1562331,EAST
Bihar,PURNIA,41036294,JD(U),MALE,1,43,High School,632435,489,632924,54.84662332,1765312,EAST
West Bengal,PURULIA,2250540,BJP,MALE,2,34,Graduate Professional,666016,2091,668107,49.27547883,1645884,EAST
Bihar,PURVI CHAMPARAN,33791375,BJP,MALE,1,69,Graduate,574081,3706,577787,57.77090093,1658672,EAST
Uttar Pradesh,RAE BARELI,118263916,INC,FEMALE,1,72,Illiterate,533687,1231,534918,55.77744828,1702248,NORTH
Karnataka,RAICHUR,30638375,BJP,MALE,0,62,Graduate Professional,596804,1533,598337,53.18730766,1928204,SOUTH
Maharashtra,RAIGAD,127487277,NCP,MALE,0,64,Illiterate,484563,2405,486968,47.38965125,1652965,WEST
West Bengal,RAIGANJ,6139123,BJP,FEMALE,2,48,Post Graduate,509862,1790,511652,40.03298708,1601220,EAST
Chhattisgarh,RAIGARH,7043539,BJP,FEMALE,0,43,High School,656939,1396,658335,48.73880337,1733805,EAST
Chhattisgarh,RAIPUR,46068126,BJP,MALE,0,57,Graduate,836211,1691,837902,59.97257258,2111738,EAST
Andhra Pradesh,RAJAHMUNDRY,458205360,YSRCP,MALE,2,36,Graduate,578471,3553,582024,46.54374932,1534256,SOUTH
Andhra Pradesh,RAJAMPET,665085701,YSRCP,MALE,3,42,Post Graduate,695277,6934,702211,57.26949024,1546938,SOUTH
Madhya Pradesh,RAJGARH,40198295,BJP,MALE,0,58,Graduate,822225,1599,823824,65.33463396,1694329,WEST
Gujarat,RAJKOT,68818120,BJP,MALE,0,67,Middle School,755296,3349,758645,63.41594918,1884339,WEST
Jharkhand,RAJMAHAL,12919555,JMM,MALE,0,36,High School,506589,1241,507830,48.46385896,1454436,EAST
Chhattisgarh,RAJNANDGAON,24861970,BJP,MALE,0,51,Graduate Professional,660956,1431,662387,50.64593181,1716459,EAST
Rajasthan,RAJSAMAND,165984623,BJP,FEMALE,0,48,Illiterate,858690,4349,863039,69.55235452,1912911,WEST
Tamil Nadu,RAMANATHAPURAM,364738171,IUML,MALE,1,39,High School,467585,2358,469943,44.04657131,1559740,SOUTH
Uttar Pradesh,RAMPUR,46124814,SP,MALE,10,64,Graduate Professional,559018,159,559177,52.69100805,1679506,NORTH
Maharashtra,RAMTEK,95603165,SHS,MALE,0,53,Graduate,594827,2299,597126,49.85168704,1922764,WEST
West Bengal,RANAGHAT,17622476,BJP,MALE,1,56,Graduate Professional,779767,3486,783253,52.75152091,1762252,EAST
Jharkhand,RANCHI,14044267,BJP,MALE,0,60,Graduate Professional,703983,2527,706510,57.17886006,1915959,EAST
Madhya Pradesh,RATLAM,42072262,BJP,MALE,0,62,Graduate Professional,694243,1860,696103,49.67427489,1851112,WEST
Maharashtra,RATNAGIRI - SINDHUDURG,50660534,SHS,MALE,3,65,Post Graduate,456013,2009,458022,50.75851522,1455577,WEST
Maharashtra,RAVER,172713734,BJP,FEMALE,0,31,Graduate,652212,3174,655386,59.77012543,1775051,WEST
Madhya Pradesh,REWA,20359750,BJP,MALE,0,62,Graduate Professional,580769,3000,583769,57.53504719,1679534,WEST
Uttar Pradesh,ROBERTSGANJ,23048078,ADAL,MALE,0,66,Middle School,447691,223,447914,45.29856271,1723538,NORTH
Haryana,ROHTAK,41079284,BJP,MALE,0,56,Post Graduate,566242,7603,573845,46.84471924,1737133,NORTH
Gujarat,SABARKANTHA,23997443,BJP,MALE,0,67,Middle School,696497,5486,701983,57.49350111,1801717,WEST
Madhya Pradesh,SAGAR,16416828,BJP,MALE,1,51,Post Graduate,645338,893,646231,62.28516408,1583129,WEST
Uttar Pradesh,SAHARANPUR,46146135,BSP,MALE,0,67,Graduate,513268,871,514139,41.7172304,1739082,NORTH
Tamil Nadu,SALEM,60045532,DMK,MALE,4,49,Graduate Professional,602453,3849,606302,48.25977251,1612512,SOUTH
Uttar Pradesh,SALEMPUR,27031724,BJP,MALE,0,55,High School,464629,3311,467940,50.63732211,1667282,NORTH
Bihar,SAMASTIPUR,17375975,LJP,MALE,5,58,High School,561460,983,562443,55.15385317,1679030,EAST
Odisha,SAMBALPUR,269543587,BJP,MALE,1,47,High School,471382,2388,473770,42.05076589,1468530,EAST
Uttar Pradesh,SAMBHAL,13296671,SP,MALE,0,86,Graduate,657505,501,658006,55.58478376,1828764,NORTH
Maharashtra,SANGLI,191192187,BJP,MALE,1,54,High School,503615,5380,508995,42.68047772,1809109,WEST
